,BVP,EDA,ACC_x,ACC_y,ACC_z,TEMP,label
0,0.34621018367139034,1.0,0.7394523911648773,0.4616992105191946,0.6895194546003326,0.9558390361155168,0.0
1,0.5944546500529027,0.977661518186144,0.7151049379728598,0.32509698486666055,0.7180602933154858,0.953973360277928,0.0
2,0.4959855511219558,0.9730924619352872,0.6254603560269038,0.3618363886405499,0.7800756958906351,0.9589471000267542,0.0
3,0.5261120349941845,0.9605756871477784,0.6426085855572092,0.32982602962643454,0.7634014181531764,0.9610389532303389,0.0
4,0.5751106728095209,0.9408887859775351,0.641003087821934,0.35227415705634246,0.7693556187978765,0.9607997628062501,0.0
5,0.5399252422433006,0.9486464531148168,0.6402437209251207,0.3357262656152975,0.764387535581799,0.9607394420661002,0.0
6,0.5110863163838855,0.929180800543573,0.6434744754237668,0.3492603979576771,0.7692184676419137,0.9610862710541177,0.0
7,0.5669752488104741,0.9329503831093923,0.6386188377150278,0.33242272731816486,0.7603677249209204,0.9574736677555645,0.0
8,0.5058318693465306,0.9191483695500925,0.650772560785508,0.34407114848685927,0.7640471155966931,0.9537575941512817,0.0
9,0.5839975347841277,0.9154023027694788,0.6425333070089567,0.33822089848716375,0.7563639258058524,0.960639423553019,0.0
10,0.5447899982142828,0.9023622189223589,0.6566650794629436,0.34229632805258686,0.7642782244966636,0.9631079648065723,0.0
11,0.49158821294388827,0.9022627153293529,0.625040420494071,0.3405031528334715,0.7632107943005514,0.9563037412644353,0.0
12,0.5814574782803867,0.8860908483127191,0.6692044311913127,0.31865850595394307,0.7652312774150235,0.9581582434865694,0.0
13,0.5159846365376018,0.8891532760361579,0.6639969729005871,0.5252412957432798,0.7508190981220622,0.961817516393036,0.0
14,0.632677236294137,0.8661264345446367,0.6301454774622942,0.7050677077306163,0.7928909308118376,0.9569878635172028,0.0
15,0.4675122284049047,0.8478859720341911,0.7225062124170876,0.5272508558216606,0.7094515993336141,0.9541973066352213,0.0
16,0.5249057347623223,0.7607942606066522,0.7658056083418079,0.6839561925252301,0.2277648153337352,0.958827310782955,0.0
17,0.3115073028823312,0.7684976548329884,0.7680093620083117,0.6494208976644705,0.1596632820281406,0.9580312201706266,0.0
18,0.6762992167173395,0.7443844810283561,0.7627959687793284,0.6437580191016445,0.3629795304574314,0.9536306174989487,0.0
19,0.6774253462243243,0.7397589863879264,0.6484306446211171,0.5744736497722414,0.827541313740169,0.9560377951279294,0.0
20,0.4224483513671377,0.7860417213889185,0.48781567513343166,0.5809434233505709,0.8474926430230099,0.9537153035760983,0.0
21,0.5141771797697942,0.8161900013342112,0.2684040192057946,0.5264449548621913,0.9449632983841177,0.9564703358241381,0.0
22,0.5336980793367847,0.8505926287154822,0.6995871202717505,0.6409488791619918,0.6990260989949562,0.9498392554843355,0.0
23,0.6801701077805565,0.7663747596553894,0.6420056275625519,0.5440289883953969,0.7461504544060167,0.9533220474923295,0.0
24,0.4038144645794779,0.6827766026362556,0.8819609047943566,0.8731295128252805,0.317737711313266,0.9540816952112624,0.0
25,0.4863585036979196,0.7204104397461939,0.46461044740380714,0.6392517362645531,0.7864757979035096,0.9598987345054819,0.0
26,0.576344301742884,0.7891319767152526,0.6793494805350266,0.723836475840753,0.5707852732431326,0.9530290441386674,0.0
27,0.5762614117090306,0.7123814326534995,0.43972206544295706,0.5556494856413374,0.7087568740487705,0.9551723057768604,0.0
28,0.4881233066309592,0.8028401492772632,0.468894970046839,0.6652534377485418,0.7295861526817464,0.9623479463656552,0.0
29,0.6280652095799348,0.7415252664614775,0.11866663869890313,0.8446392895404615,0.6869824556634766,0.9602472409976716,0.0
30,0.41314942364256696,0.7395442514343054,0.32453711875457425,0.4911087899578018,0.8493064951180983,0.9578540021120775,0.0
31,0.6472542826163035,0.8725174337746308,1.0,0.4715701955771941,0.4517564063461563,0.9538840956314565,0.0
32,0.4770685746944717,0.8079845956494371,0.7612152275780594,0.47742160519887566,0.6080242726322281,0.9582249523977907,0.0
33,0.339976536273156,0.6270135002941898,0.9791256765610257,0.43969888648555483,0.42044729401189174,0.9686089830956233,0.0
34,0.6662121315202395,0.6531410803452747,0.786204065312107,0.5644746543755662,0.52233293147919,0.9671980111774263,0.0
35,0.7232054807219748,0.6395111349154612,0.9467989194140748,0.695084462161388,0.405055684294519,0.954998520733284,0.0
36,0.4656112644294149,0.6734116562929878,0.6312531729001447,0.5835813612398251,0.7291375225054758,0.9589106871502044,0.0
37,0.5587362238098647,0.7892241633322634,0.42599128810282794,0.6318157236984364,0.8651123610468269,0.9615868838586439,0.0
38,0.6040697338703472,0.7836472597886628,0.846942838674284,0.6322841913828068,0.6356771997262491,0.9536041553003846,0.0
39,0.28041306789973547,0.7869176244720012,0.12425309309609792,0.5667369067945209,0.9167880144661478,0.9510929124163512,0.0
40,0.603712787103083,0.8057270038967143,0.0,0.5151965108401235,0.9392733134857669,0.9537356204376476,0.0
41,0.623006997207521,0.7902375436795874,0.025434971993250996,0.536819161760398,0.939289927695044,0.9429379344992714,0.0
42,0.5124838238537577,0.7847506189716096,0.02361927684592481,0.5171795621280652,0.9382787716279802,0.9479095420321906,0.0
43,0.5172332546337887,0.771422901855184,0.04221820525537268,0.5315436282600787,0.9465635254966273,0.9480731159893218,0.0
44,0.5200386603129155,0.762884880969785,0.07738203285987685,0.5208680297998994,0.9360277815225534,0.95356659485311,0.0
45,0.5306233208872817,0.7539158280372963,0.0548794958213166,0.5206401007765608,0.9622851869951361,0.9513024663821065,0.0
46,0.6051892176287529,0.7335714499858804,0.6151348372910731,0.6642928307897933,0.7290643083791264,0.9487762107097253,0.0
47,0.3823009898424355,0.6788213005274149,0.8689976928586687,0.6536882795075438,0.5844567374779313,0.9460710282465724,0.0
48,0.6546651351710142,0.6771110122450286,0.7332674349426946,0.6751347716301305,0.6924034357960333,0.9385737922543692,0.0
49,0.45870623039392144,0.6951228410879784,0.5864094736067517,0.6380800685407243,0.8067249780742501,0.9404861976532712,0.0
50,0.6544749225788018,0.7430258445766332,0.3074529697832666,0.607989099751491,0.9318138417985041,0.9438792455145938,0.0
51,0.5976118367318969,0.730928514900361,0.33444395711136177,0.6239549367630127,0.9063416770687943,0.9427543765565274,0.0
52,0.4033118959191725,0.7300683244267346,0.38998584054609353,0.5978617364152858,0.9177734348991606,0.9403173923987141,0.0
53,0.4929482622624394,0.7241372238980985,0.3646264003721328,0.6073657497868488,0.9085724263697601,0.9355674926077472,0.0
54,0.44540364546271655,0.7292674505394693,0.2999464101774905,0.5975254644959277,0.9349818599469817,0.942006945098402,0.0
55,0.7289561057431905,0.7172497638609453,0.38195829931589065,0.6140273650427746,0.906474015713959,0.9394427289330671,0.0
